ORDER,FAMILY,GENUS,SPECIES,NUMB,BAHA,CUBA,HISP,JAMA,PUER,LANT,NANT,MEXI,GUAT,BELI,ELSA,HOND,NICA,COST,PANA,COLO,VENE,TRIN,GUYA,SURI,FREN,ECUA,PERU,BOLI,BRAZ,PARG,URUG,ARGN,CHIL
CAPRIMULGIFORMES,CAPRIMULGIDAE,Caprimulgus,cayennensis,1067,,,,,V,X,X,,,,,,,X,X,X,X,X,X,X,X,X,,,X,,,,
CAPRIMULGIFORMES,CAPRIMULGIDAE,Caprimulgus,cubanensis,1068,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPRIMULGIFORMES,CAPRIMULGIDAE,Caprimulgus,hirundinaceus,1069,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,,
CAPRIMULGIFORMES,CAPRIMULGIDAE,Caprimulgus,longirostris,1070,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,X,X,X,X,X
CAPRIMULGIFORMES,CAPRIMULGIDAE,Caprimulgus,maculicaudus,1071,,,,,,,,X,,,,V,X,,,X,X,,X,X,X,,X,X,X,,,,
CAPRIMULGIFORMES,CAPRIMULGIDAE,Caprimulgus,maculosus,1072,,,,,,,,,,,,,,,,,,,,,XR,,,,,,,
CAPRIMULGIFORMES,CAPRIMULGIDAE,Caprimulgus,nigrescens,1073,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,,,
CAPRIMULGIFORMES,CAPRIMULGIDAE,Caprimulgus,noctitherus,1074,,,,,XR,,,,,,,,,,,,,,,,,,,,,,,
CAPRIMULGIFORMES,CAPRIMULGIDAE,Caprimulgus,parvulus,1075,,,,,,,,,,,,,,,,X,X,,,,,,X,X,X,X,X,X
CAPRIMULGIFORMES,CAPRIMULGIDAE,Caprimulgus,ridgwayi,1076,,,,,,,,X,X,,,X,X,,,,,,,,,,,,,,,
CAPRIMULGIFORMES,CAPRIMULGIDAE,Caprimulgus,(rufus) otiosus,1077,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,
CAPRIMULGIFORMES,CAPRIMULGIDAE,Caprimulgus,(rufus) rufus,1078,,,,,,,,,,,,,,X,X,X,X,X,?,X,X,,SX,X,X,X,,X
CAPRIMULGIFORMES,CAPRIMULGIDAE,Caprimulgus,(salvini) badius,1079,,,,,,,,X,X,X,,,,,,,,,,,,,,,,,,
CAPRIMULGIFORMES,CAPRIMULGIDAE,Caprimulgus,(salvini) salvini,1080,,,,,,,,X,,,,,V,,,,,,,,,,,,,,,
CAPRIMULGIFORMES,CAPRIMULGIDAE,Caprimulgus,saturatus,1081,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
CAPRIMULGIFORMES,CAPRIMULGIDAE,Caprimulgus,sericocaudatus,1082,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,X
CAPRIMULGIFORMES,CAPRIMULGIDAE,Caprimulgus,vociferus,1083,,V,,,,,,X,X,X,X,X,,XN,XN,,,,,,,,,,,,,
CAPRIMULGIFORMES,CAPRIMULGIDAE,Caprimulgus,whitelyi,1084,,,,,,,,,,,,,,,,,XR,,,,,,,,,,,
CAPRIMULGIFORMES,CAPRIMULGIDAE,Hydropsalis,brasiliana,1085,,,,,,,,,,,,,,,,,,,,X?,,,XN,X,X,X,X,X
CAPRIMULGIFORMES,CAPRIMULGIDAE,Hydropsalis,climacocerca,1086,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,,,
CAPRIMULGIFORMES,CAPRIMULGIDAE,Uropsalis,segmentata,1087,,,,,,,,,,,,,,,,X,,,,,,X,X,X,,,,
CAPRIMULGIFORMES,CAPRIMULGIDAE,Uropsalis,lyra,1088,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,,,,X
CAPRIMULGIFORMES,CAPRIMULGIDAE,Macropsalis,creagra,1089,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X
CAPRIMULGIFORMES,CAPRIMULGIDAE,Eleothreptus,anomalus,1090,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,X
APODIFORMES,APODIDAE,Cypseloides,cherriei,1091,,,,,,,,,,,,,,X,,X,X,,,,,X,,,,,,
APODIFORMES,APODIDAE,Cypseloides,cryptus,1092,,,,,,,,,,X,,X,X?,X,X?,X,X,,X,,,X,X,,,,,
APODIFORMES,APODIDAE,Cypseloides,(fumigatus) fumigatus,1093,,,,,,,,,,,,,,,,,,,,,,,,,X,SX,,X
APODIFORMES,APODIDAE,Cypseloides,(fumigatus) major,1094,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X
APODIFORMES,APODIDAE,Cypseloides,lemosi,1095,,,,,,,,,,,,,,,,XR,,,,,,,,,,,,
APODIFORMES,APODIDAE,Cypseloides,phelpsi,1096,,,,,,,,,,,,,,,,,X,,X,,,,,,SX,,,
APODIFORMES,APODIDAE,Cypseloides,rutilus,1097,,,,,,,,X,X,?,?,X,,X,X,X,X,X,,,,X,X,X,,,,
APODIFORMES,APODIDAE,Cypseloides,storeri,1098,,,,,,,,XR,,,,,,,,,,,,,,,,,,,,
APODIFORMES,APODIDAE,Nephoecetes,niger,1099,,X,X,X,X,X,,X,X?,,,X,X,X,,,,S?,V,,,,,,,,,
APODIFORMES,APODIDAE,Aerornis,senex,1100,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,X
APODIFORMES,APODIDAE,Streptoprocne,biscutata,1101,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X
APODIFORMES,APODIDAE,Streptoprocne,semicollaris,1102,,,,,,,,XR,,,,,,,,,,,,,,,,,,,,
APODIFORMES,APODIDAE,Streptoprocne,zonaris,1103,,X,X,X,V,X,,X,X,X,X,X,X,X,X,X,X,XN,X,X,S?,X,X,X,X,,V,X
APODIFORMES,APODIDAE,Chaetura,andrei,1104,,,,,,,,,,,,,,,V,XN,X,,,X,SN,,,X,X,X,,X,
APODIFORMES,APODIDAE,Chaetura,brachyura,1105,,,,,V,X,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,,,,
APODIFORMES,APODIDAE,Chaetura,chapmani,1106,,,,,,,,,,,,,,,X?,X,X,X,X,X,X,,X,SX,X,,,,
APODIFORMES,APODIDAE,Chaetura,cinereiventris,1107,,,,,,X,,,,,,,X,X,X,X,X,X,X,,,X,X,X,X,X,,X,
APODIFORMES,APODIDAE,Chaetura,egregia,1108,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,,,
APODIFORMES,APODIDAE,Chaetura,martinica,1109,,,,,,XR,,,,,,,,,,,,,,,,,,,,,,,
APODIFORMES,APODIDAE,Chaetura,pelagica,1110,XN,SN,XN,XN,SN,,SV,XN,?,XN,,XN,XN,XN,XN,XN,XN,,,,,XN,XN,,,,,,XN
APODIFORMES,APODIDAE,Chaetura,spinicauda,1111,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,,,X,,,,
APODIFORMES,APODIDAE,Chaetura,vauxi,1112,,,,,,,,X,X,X,X,X,X,X,X,,X,,,,,,,,,,,,
APODIFORMES,APODIDAE,Aeronautes,andecolus,1113,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,X,X
APODIFORMES,APODIDAE,Aeronautes,montivagus,1114,,,,,,,,,,,,,,,,X,X,,SX,,,X,X,X,X,,,X,
APODIFORMES,APODIDAE,Aeronautes,saxatalis,1115,,,,,,,,X,X,X?,X,X,,,,,,,,,,,,,,,,,
APODIFORMES,APODIDAE,Tachornis,furcata,1116,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,
APODIFORMES,APODIDAE,Tachornis,phoenicobia,1117,,X,X,X,V,,,,,,,,,,,,,,,,,,,,,,,,
APODIFORMES,APODIDAE,Tachornis,squamata,1118,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,,,,
APODIFORMES,APODIDAE,Panyptila,cayennensis,1119,,,,,,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,
APODIFORMES,APODIDAE,Panyptila,sanctihieronymi,1120,,,,,,,,X,X,,,X,V,V,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Doryfera,johannae,1121,,,,,,,,,,,,,,,,X,X,,X,,,X,X,,X,,,
APODIFORMES,TROCHILIDAE,Doryfera,ludoviciae,1122,,,,,,,,,,,,,,X,X,X,X,,,,,X,X,X,,,,
APODIFORMES,TROCHILIDAE,Androdon,aequatorialis,1123,,,,,,,,,,,,,,,X,X,,,,,,X,,,,,,
APODIFORMES,TROCHILIDAE,Ramphodon,naevius,1124,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,
APODIFORMES,TROCHILIDAE,Glaucis,aenea,1125,,,,,,,,,,,,,X,X,X,X,,,,,,X,,,,,,
APODIFORMES,TROCHILIDAE,Glaucis,dohrnii,1126,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,
APODIFORMES,TROCHILIDAE,Glaucis,hirsuta,1127,,,,,,X,V,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,,,
APODIFORMES,TROCHILIDAE,Threnetes,leucurus,1128,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,,,
APODIFORMES,TROCHILIDAE,Threnetes,loehkeni,1129,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,
APODIFORMES,TROCHILIDAE,Threnetes,niger,1130,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,
APODIFORMES,TROCHILIDAE,Threnetes,ruckeri,1131,,,,,,,,,X,X,,X,X,X,X,X,X,,,,,X,,,,,,
APODIFORMES,TROCHILIDAE,Phaethornis,anthophilus,1132,,,,,,,,,,,,,,,X,X,X,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Phaethornis,augusti,1133,,,,,,,,,,,,,,,,X,X,,X,,,,,,,,,
APODIFORMES,TROCHILIDAE,Phaethornis,bourcieri,1134,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,,X,,,
APODIFORMES,TROCHILIDAE,Phaethornis,eurynome,1135,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,X
APODIFORMES,TROCHILIDAE,Phaethornis,gounellei,1136,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,
APODIFORMES,TROCHILIDAE,Phaethornis,(griseogularis) griseogularis,1137,,,,,,,,,,,,,,,,X,X,,,,,X,X,,X,,,
APODIFORMES,TROCHILIDAE,Phaethornis,(griseogularis) porcullae,1138,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,
APODIFORMES,TROCHILIDAE,Phaethornis,guy,1139,,,,,,,,,,,,,,X,X,X,X,X,,,,X,X,,,,,
APODIFORMES,TROCHILIDAE,Phaethornis,hispidus,1140,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,X,,,
APODIFORMES,TROCHILIDAE,Phaethornis,idaliae,1141,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,
APODIFORMES,TROCHILIDAE,Phaethornis,koepckeae,1142,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,
APODIFORMES,TROCHILIDAE,Phaethornis,longuemareus,1143,,,,,,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,X,,,
APODIFORMES,TROCHILIDAE,Phaethornis,malaris,1144,,,,,,,,,,,,,,,,,,,,X,X,,,,X,,,
APODIFORMES,TROCHILIDAE,Phaethornis,nattereri,1145,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,
APODIFORMES,TROCHILIDAE,Phaethornis,philippii,1146,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,,
APODIFORMES,TROCHILIDAE,Phaethornis,pretrei,1147,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,X
APODIFORMES,TROCHILIDAE,Phaethornis,ruber,1148,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,,,
APODIFORMES,TROCHILIDAE,Phaethornis,squalidus,1149,,,,,,,,,,,,,,,,X,X,,X,,,,,,X,,,
APODIFORMES,TROCHILIDAE,Phaethornis,stuarti,1150,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,
APODIFORMES,TROCHILIDAE,Phaethornis,subochraceus,1151,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,
APODIFORMES,TROCHILIDAE,Phaethornis,(superciliosus) margarettae,1152,,,,,,,,,,,,,,,,,,,,,,,,,XR
APODIFORMES,TROCHILIDAE,Phaethornis,(superciliosus) superciliosus,1153,,,,,,,,X,X,X,,X,X,X,X,X,X,,X,X,X,X,X,X,X
APODIFORMES,TROCHILIDAE,Phaethornis,syrmatophorus,1154,,,,,,,,,,,,,,,,X,,,,,,X,X,,
APODIFORMES,TROCHILIDAE,Phaethornis,yaruqui,1155,,,,,,,,,,,,,,,,X,,,,,,X,,,
APODIFORMES,TROCHILIDAE,Eutoxeres,aquila,1156,,,,,,,,,,,,,,X,X,X,,,,,,X,X,,
APODIFORMES,TROCHILIDAE,Eutoxeres,condamini,1157,,,,,,,,,,,,,,,,X,,,,,,X,X,X,
APODIFORMES,TROCHILIDAE,Phaeochroa,cuvierii,1158,,,,,,,,X,X,X,,X,X,X,X,X,,,,,,,,,
APODIFORMES,TROCHILIDAE,Campylopterus,(curvipennis) curvipennis,1159,,,,,,,,X,X,X,,X,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Campylopterus,(curvipennis) excellens,1160,,,,,,,,XR,,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Campylopterus,duidae,1161,,,,,,,,,,,,,,,,,X,,,,,,,,X
APODIFORMES,TROCHILIDAE,Campylopterus,ensipennis,1162,,,,,,,,,,,,,,,,,X,X,,,,,,,
APODIFORMES,TROCHILIDAE,Campylopterus,falcatus,1163,,,,,,,,,,,,,,,,X,X,,,,,X,,,
APODIFORMES,TROCHILIDAE,Campylopterus,hemileucurus,1164,,,,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Campylopterus,hyperythrus,1165,,,,,,,,,,,,,,,,,X,,,,,,,,X
APODIFORMES,TROCHILIDAE,Campylopterus,largipennis,1166,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X
APODIFORMES,TROCHILIDAE,Campylopterus,phainopeplus,1167,,,,,,,,,,,,,,,,XR,,,,,,,,,
APODIFORMES,TROCHILIDAE,Campylopterus,rufus,1168,,,,,,,,X,X,,X,,,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Campylopterus,villaviscensio,1169,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,
APODIFORMES,TROCHILIDAE,Eupetomena,macroura,1170,,,,,,,,,,,,,,,,,,,,X,X,,X,X,X,X,,,
APODIFORMES,TROCHILIDAE,Florisuga,mellivora,1171,,,,,,V,V,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,
APODIFORMES,TROCHILIDAE,Melanotrochilus,fuscus,1172,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,
APODIFORMES,TROCHILIDAE,Colibri,coruscans,1173,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,X,,,X,X
APODIFORMES,TROCHILIDAE,Colibri,delphinae,1174,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,SX,,X,X,X,X,,,,
APODIFORMES,TROCHILIDAE,Colibri,serrirostris,1175,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,X,
APODIFORMES,TROCHILIDAE,Colibri,thalassinus,1176,,,,,,,,X,X,,X,X,,X,X,X,X,,,,,X,X,X,,,,,
APODIFORMES,TROCHILIDAE,Anthracothorax,dominicus,1177,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Anthracothorax,mango,1178,,,,XR,,,,,,,,,,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Anthracothorax,nigricollis,1179,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,,X,
APODIFORMES,TROCHILIDAE,Anthracothorax,prevostii,1180,,,,,,,,X,X,X,X,X,X,X,X,X,X,,,,,X,X,,,,,,
APODIFORMES,TROCHILIDAE,Anthracothorax,viridigula,1181,,,,,,SV,,,,,,,,,,,X,X,X,X,X,,,,X,,,,
APODIFORMES,TROCHILIDAE,Anthracothorax,viridis,1182,,,,,XR,,,,,,,,,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Avocettula,recurvirostris,1183,,,,,,,,,,,,,,,,,X,,X,SX,X,X,,,X,,,,
APODIFORMES,TROCHILIDAE,Eulampis,jugularis,1184,,,,,V,XR,,,,,,,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Sericotes,holosericeus,1185,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Chrysolampis,mosquitus,1186,,,,,,SV,X,,,,,,,,V,X,X,X,X,X,X,,,X,X,,,
APODIFORMES,TROCHILIDAE,Orthorhyncus,cristatus,1187,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Klais,guimeti,1188,,,,,,,,,,,,X,X,X,X,X,X,,,,,X,X,X,,,,
APODIFORMES,TROCHILIDAE,Abeillia,abeillei,1189,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Stephanoxis,lalandi,1190,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,X
APODIFORMES,TROCHILIDAE,Lophornis,chalybea,1191,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,X,,,
APODIFORMES,TROCHILIDAE,Lophornis,(delattrei) brachylopha,1192,,,,,,,,XR,,,,,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Lophornis,(delattrei) delattrei,1193,,,,,,,,,,,,,,X,X,X,,,,,,,X,X,,,,
APODIFORMES,TROCHILIDAE,Lophornis,gouldii,1194,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,
APODIFORMES,TROCHILIDAE,Lophornis,magnifica,1195,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,
APODIFORMES,TROCHILIDAE,Lophornis,ornata,1196,,,,,,,,,,,,,,,,,X,X,X,X,X,,,,X,,,
APODIFORMES,TROCHILIDAE,Lophornis,pavonina,1197,,,,,,,,,,,,,,,,,X,,X,,,,,,X,,,
APODIFORMES,TROCHILIDAE,Lophornis,stictolopha,1198,,,,,,,,,,,,,,,,X,X,,,,,X,X,,,,,
APODIFORMES,TROCHILIDAE,Paphosia,adorabilis,1199,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Paphosia,helenae,1200,,,,,,,,X,X,X,,X,X,X,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Popelairia,conversii,1201,,,,,,,,,,,,,,X,X,X,,,,,,X,,,,,,
APODIFORMES,TROCHILIDAE,Popelairia,langsdorffi,1202,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,X,,,
APODIFORMES,TROCHILIDAE,Popelairia,letitiae,1203,,,,,,,,,,,,,,,,,,,,,,,,XR,,,,
APODIFORMES,TROCHILIDAE,Popelairia,popelairii,1204,,,,,,,,,,,,,,,,X,,,,,,X,X,,,,,
APODIFORMES,TROCHILIDAE,Discosura,longicauda,1205,,,,,,,,,,,,,,,,,X,,X,X,X,,,,X,,,
APODIFORMES,TROCHILIDAE,Chlorestes,notatus,1206,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,,X,,,
APODIFORMES,TROCHILIDAE,Chlorostilbon,alice,1207,,,,,,,,,,,,,,,,,XR,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Chlorostilbon,assimilis,1208,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Chlorostilbon,aureoventris,1209,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X
APODIFORMES,TROCHILIDAE,Chlorostilbon,canivetii,1210,,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Chlorostilbon,gibsoni,1211,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Chlorostilbon,maugaeus,1212,,,,,XR,,,,,,,,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Chlorostilbon,mellisugus,1213,,,,,,,X,,,,,,,,,X,X,X,X,X,X,X,X,X,X,,,
APODIFORMES,TROCHILIDAE,Chlorostilbon,poortmanni,1214,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Chlorostilbon,ricordii,1215,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Chlorostilbon,russatus,1216,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Chlorostilbon,stenura,1217,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Chlorostilbon,swainsonii,1218,,,XR,,,,,,,,,,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Cynanthus,latirostris,1219,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Cynanthus,sordidus,1220,,,,,,,,XR,,,,,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Cyanophaia,bicolor,1221,,,,,,XR,,,,,,,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Thalurania,(colombica) colombica,1222,,,,,,,,,X,X,,X,X,X,X,X,X,,,,,X,,,,,,
APODIFORMES,TROCHILIDAE,Thalurania,(colombica) hypochlora,1223,,,,,,,,,,,,,,,,,,,,,,X,SX,,,,,
APODIFORMES,TROCHILIDAE,Thalurania,(colombica) ridgwayi,1224,,,,,,,,XR,,,,,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Thalurania,furcata,1225,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,,X
APODIFORMES,TROCHILIDAE,Thalurania,glaucopis,1226,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X
APODIFORMES,TROCHILIDAE,Thalurania,watertonii,1227,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,
APODIFORMES,TROCHILIDAE,Panterpe,insignis,1228,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Damophila,julie,1229,,,,,,,,,,,,,,,X,X,,,,,,X,X,,,,,
APODIFORMES,TROCHILIDAE,Lepidopyga,coeruleogularis,1230,,,,,,,,,,,,,,?,X,X,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Lepidopyga,goudoti,1231,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Lepidopyga,lilliae,1232,,,,,,,,,,,,,,,,XR,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Hylocharis,chrysura,1233,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X
APODIFORMES,TROCHILIDAE,Hylocharis,cyanus,1234,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,,,V
APODIFORMES,TROCHILIDAE,Hylocharis,eliciae,1235,,,,,,,,X,X,,X,X,X,X,X,X,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Hylocharis,grayi,1236,,,,,,,,,,,,,,,X,X,,,,,,X,,,,,,
APODIFORMES,TROCHILIDAE,Hylocharis,leucotis,1237,,,,,,,,X,X,,X,X,X,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Hylocharis,sapphirina,1238,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,,X
APODIFORMES,TROCHILIDAE,Hylocharis,xantusii,1239,,,,,,,,XR,,,,,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Chrysuronia,oenone,1240,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,X,,,
APODIFORMES,TROCHILIDAE,Goldmania,violiceps,1241,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Goethalsia,bella,1242,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Trochilus,polytmus,1243,,,,XR,,,,,,,,,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Leucochloris,albicollis,1244,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X
APODIFORMES,TROCHILIDAE,Polytmus,guainumbi,1245,,,,,,,,,,,,,,,,X,X,X,X,X,X,,X,X,X,X,,X
APODIFORMES,TROCHILIDAE,Polytmus,milleri,1246,,,,,,,,,,,,,,,,,XR,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Polytmus,theresiae,1247,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,,X,,,
APODIFORMES,TROCHILIDAE,Leucippus,baeri,1248,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,
APODIFORMES,TROCHILIDAE,Leucippus,chlorocercus,1249,,,,,,,,,,,,,,,,X,,,,,,X,X,,X,,,
APODIFORMES,TROCHILIDAE,Leucippus,fallax,1250,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Leucippus,taczanowskii,1251,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,
APODIFORMES,TROCHILIDAE,Taphrospilus,hypostictus,1252,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,,X
APODIFORMES,TROCHILIDAE,Amazilia,amabilis,1253,,,,,,,,,,,,,X,X,X,X,,,,,,X,,,,,,
APODIFORMES,TROCHILIDAE,Amazilia,amazilia,1254,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,
APODIFORMES,TROCHILIDAE,Amazilia,beryllina,1255,,,,,,,,X,X,,X,X,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Amazilia,boucardi,1256,,,,,,,,,,,,,,XR,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Amazilia,candida,1257,,,,,,,,X,X,X,,X,X,X?,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Amazilia,castaneiventris,1258,,,,,,,,,,,,,,,,XR,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Amazilia,chionogaster,1259,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,,X
APODIFORMES,TROCHILIDAE,Amazilia,chionopectus,1260,,,,,,,,,,,,,,,,,X,X,X,X,X,,,,X,,,
APODIFORMES,TROCHILIDAE,Amazilia,cyanifrons,1261,,,,,,,,,,,,,,X?,,XR,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Amazilia,cyanocephala,1262,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Amazilia,cyanura,1263,,,,,,,,X,X,,X,X,X,X?,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Amazilia,decora,1264,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Amazilia,distans,1265,,,,,,,,,,,,,,,,,XR,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Amazilia,edward,1266,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Amazilia,fimbriata,1267,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,,
APODIFORMES,TROCHILIDAE,Amazilia,franciae,1268,,,,,,,,,,,,,,,,X,,,,,,X,X,,,,,
APODIFORMES,TROCHILIDAE,Amazilia,lactea,1269,,,,,,,,,,,,,,,,,X,,,,,,X,X,X,,,
APODIFORMES,TROCHILIDAE,Amazilia,leucogaster,1270,,,,,,,,,,,,,,,,,X,,X,X,X,,,,X,,,
APODIFORMES,TROCHILIDAE,Amazilia,luciae,1271,,,,,,,,,,,,XR,,,,,,,,,,,,,,,,
